,Name,Main Tag,Tags,Rating,Num Reviews,Address,Zip Code,Neighborhood
1113,Thai Tom,Thai restaurant,"Thai restaurant, Restaurant",4.3,1801.0,"Thai Tom, 4543 University Way NE, Seattle, WA 98105",98105,University District
1115,The Dish Cafe (Greenlake),Cafe,"Cafe, American restaurant, Brunch restaurant, Restaurant",4.5,363.0,"The Dish Cafe (Greenlake), 301 NE 65th St, Seattle, WA 98115",98115,Other
1116,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",3.8,34.0,"Starbucks, 2200 Westlake Ave, Seattle, WA 98121",98121,Belltown
1117,Peso's Kitchen & Lounge,Lounge,"Lounge, Bar, Mexican restaurant",4.2,549.0,"Peso's Kitchen & Lounge, 605 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1119,Evergreens,Restaurant,"Restaurant, Health food restaurant, Salad shop",4.2,132.0,"Evergreens, 738 N 34th St, Seattle, WA 98103",98103,Fremont/Wallingford
1120,Vinason Pho Kitchen - South Lake Union Seattle,Vietnamese restaurant,"Vietnamese restaurant, Pho restaurant, Salad shop, Sandwich shop, Soup restaurant",4.3,602.0,"Vinason Pho Kitchen - South Lake Union Seattle, 2134 Westlake Ave, Seattle, WA 98121",98121,Belltown
1121,Nutty Squirrel Gelato,Ice cream shop,"Ice cream shop, Caterer, Children's party service, Dessert shop, Espresso bar, Pastry shop",4.7,355.0,"Nutty Squirrel Gelato, 7212 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
1123,Stateside,Vietnamese restaurant,"Vietnamese restaurant, Asian fusion restaurant, New American restaurant",4.5,914.0,"Stateside, 300 E Pike St #1200, Seattle, WA 98122",98122,Capitol Hill
1124,The Westy Roosevelt,Bar,"Bar, Restaurant",4.5,378.0,"The Westy Roosevelt, 1215 NE 65th St, Seattle, WA 98115",98115,Other
1127,Admiral Pub,Bar & grill,"Bar & grill, Pub",4.4,466.0,"Admiral Pub, 2306 California Ave SW, Seattle, WA 98116",98116,Other
1128,Shaker + Spear,Seafood restaurant,"Seafood restaurant, American restaurant, Breakfast restaurant",4.5,1309.0,"Shaker + Spear, 2000 2nd Ave, Seattle, WA 98121",98121,Belltown
1131,Donut Factory,Donut shop,Donut shop,4.4,330.0,"Donut Factory, 4336 Roosevelt Way NE # F, Seattle, WA 98105",98105,University District
1132,Seattle Grind,Coffee shop,Coffee shop,4.3,99.0,"Seattle Grind, 516 Harrison St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1134,Canlis,Pacific Northwest restaurant (US),"Pacific Northwest restaurant (US), American restaurant, Bar, Fine dining restaurant, New American restaurant, Restaurant",4.6,2211.0,"Canlis, 2576 Aurora Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1135,Fonte Coffee - 1st Avenue,Coffee shop,"Coffee shop, Breakfast restaurant, Brunch restaurant, Cafe, Coffee roasters, Espresso bar, European restaurant, Lunch restaurant",4.4,1108.0,"Fonte Coffee - 1st Avenue, 1321 1st Ave, Seattle, WA 98101",98101,Downtown
1136,Cicchetti,Mediterranean restaurant,"Mediterranean restaurant, Bar, Small plates restaurant",4.6,213.0,"Cicchetti, 121 E Boston St, Seattle, WA 98102",98102,Capitol Hill
1137,Ammi's Pakwan Indian Food Restaurant,Indian restaurant,"Indian restaurant, Indian takeaway",3.6,397.0,"Ammi's Pakwan Indian Food Restaurant, 213 Broadway E, Seattle, WA 98102",98102,Capitol Hill
1138,Watershed Pub & Kitchen,Pizza restaurant,"Pizza restaurant, Bar, Family restaurant, Takeout Restaurant, Pub",4.4,1536.0,"Watershed Pub & Kitchen, 10104 3rd Ave NE, Seattle, WA 98125",98125,Northgate
1139,Eight Row,Restaurant,Restaurant,4.6,277.0,"Eight Row, 7102 Woodlawn Ave NE, Seattle, WA 98115",98115,Other
1140,Snappy Dragon,Chinese restaurant,"Chinese restaurant, Asian restaurant, Bar, Sichuan restaurant",4.3,1119.0,"Snappy Dragon, 8917 Roosevelt Way NE, Seattle, WA 98115",98115,Other
1141,Midnight Cookie Co.,Cookie shop,"Cookie shop, Bakery, Coffee shop, Delivery service, Dessert restaurant, Dessert shop, Delivery Restaurant",4.3,435.0,"Midnight Cookie Co., 1058 N 39th St, Seattle, WA 98103",98103,Fremont/Wallingford
1142,Jai Thai Udub,Thai restaurant,Thai restaurant,3.8,164.0,"Jai Thai Udub, 4214 University Way NE until A, Seattle, WA 98105",98105,University District
1143,Ma'ono Fried Chicken,Chicken restaurant,"Chicken restaurant, Restaurant",4.3,329.0,"Ma'ono Fried Chicken, inside Rachel's Ginger Beer, 4626 26th Ave NE, Seattle, WA 98105",98105,University District
1144,Gantry Public House,Restaurant,"Restaurant, Event planner, Event venue",3.8,60.0,"Gantry Public House, 904 Occidental Ave S, Seattle, WA 98134",98134,Other
1148,Lunchbox Laboratory,Hamburger restaurant,"Hamburger restaurant, American restaurant, Bar & grill",4.1,2459.0,"Lunchbox Laboratory, 1253 Thomas St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1149,Cinnamon Works,Bakery,Bakery,4.2,227.0,"Cinnamon Works, 1536 Pike Pl, Seattle, WA 98101",98101,Downtown
1151,Musashi's in International District - Sushi and Japanese Cuisine in Seattle,Sushi restaurant,Sushi restaurant,4.4,584.0,"Musashi's in International District - Sushi and Japanese Cuisine in Seattle, 512 S King St, Seattle, WA 98104",98104,Chinatown
1152,Poquitos Capitol Hill,Mexican restaurant,"Mexican restaurant, Bar, Latin American restaurant, Restaurant",4.2,2239.0,"Poquitos Capitol Hill, 1000 E Pike St, Seattle, WA 98122",98122,Capitol Hill
1154,Nevzat's Espresso,Coffee shop,Coffee shop,4.8,141.0,"Nevzat's Espresso, 12602 Renton Ave S, Seattle, WA 98178",98178,Other
1155,Joy Palace,Chinese restaurant,"Chinese restaurant, Asian restaurant, Dim sum restaurant, Seafood restaurant, Southeast Asian restaurant",3.9,751.0,"Joy Palace, 6030 Martin Luther King Jr Way S, Seattle, WA 98118",98118,Other
1156,Tacos Chukis,Mexican restaurant,Mexican restaurant,4.7,2997.0,"Tacos Chukis, 219 Broadway E, Seattle, WA 98102",98102,Capitol Hill
1157,Hot Cakes Capitol Hill,Dessert restaurant,"Dessert restaurant, Cake shop, Chocolate shop",4.4,2081.0,"Hot Cakes Capitol Hill, 1650 E Olive Wy, Seattle, WA 98102",98102,Capitol Hill
1159,Bottlehouse,Wine bar,"Wine bar, Event venue, Wine store",4.7,369.0,"Bottlehouse, 1416 34th Ave, Seattle, WA 98122",98122,Capitol Hill
1161,Taku,Japanese restaurant,"Japanese restaurant, Bar",4.5,277.0,"Taku, 706 E Pike St, Seattle, WA 98122",98122,Capitol Hill
1163,Sound View Cafe,Restaurant,"Restaurant, American restaurant, Breakfast restaurant, Brunch restaurant, Seafood restaurant",4.2,844.0,"Sound View Cafe, 1501 Pike Pl #501, Seattle, WA 98101",98101,Downtown
1167,goPoke,Hawaiian restaurant,"Hawaiian restaurant, Frozen yogurt shop, Ice cream shop, Poke bar, Restaurant, Seafood restaurant",4.6,813.0,"goPoke, 625 S King St, Seattle, WA 98104",98104,Chinatown
1168,Lock & Keel,Bar,Bar,4.3,274.0,"Lock & Keel, 5144 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
1171,Cone & Steiner General,General store,"General store, Cafe, Convenience store",4.2,120.0,"Cone & Steiner General, 135 S King St, Seattle, WA 98104",98104,Chinatown
1173,Manolin,New American restaurant,"New American restaurant, Restaurant",4.6,704.0,"Manolin, 3621 Stone Way N, Seattle, WA 98103",98103,Fremont/Wallingford
1176,Feed Co. Burgers,Hamburger restaurant,Hamburger restaurant,4.2,683.0,"Feed Co. Burgers, 1190 24th Ave, Seattle, WA 98122",98122,Capitol Hill
1177,Wakefield Bar,Bar,"Bar, Bar & grill, Brunch restaurant, New American restaurant",4.5,351.0,"Wakefield Bar, 2318 2nd Ave, Seattle, WA 98121",98121,Belltown
1178,Uber Tavern,Bar,"Bar, Beer hall, Beer store, Pub, Sports bar, Wi-Fi spot",4.7,245.0,"Uber Tavern, 7517 Aurora Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
1184,Rocking Wok Taiwanese Cuisine,Taiwanese restaurant,"Taiwanese restaurant, Asian restaurant, Lunch restaurant, Mandarin restaurant, Restaurant, Soup shop",4.2,437.0,"Rocking Wok Taiwanese Cuisine, 4301 Interlake Ave N #7517, Seattle, WA 98103",98103,Fremont/Wallingford
1185,Cobb's Popcorn,Popcorn store,"Popcorn store, Confectionery",5.0,264.0,"Cobb's Popcorn, 1500 Western Ave, Seattle, WA 98101",98101,Downtown
1186,Moore Coffee Shop,Cafe,Cafe,4.5,175.0,"Moore Coffee Shop, 112 Stewart St, Seattle, WA 98101",98101,Downtown
1187,Zeeks Pizza,Pizza restaurant,"Pizza restaurant, Family restaurant, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant",4.1,597.0,"Zeeks Pizza, 6459 California Ave SW, Seattle, WA 98136",98136,Other
1189,Red Mill Totem House,Hamburger restaurant,"Hamburger restaurant, Restaurant",4.5,763.0,"Red Mill Totem House, 3058 NW 54th St, Seattle, WA 98107",98107,Ballard
1190,West Seattle Fish House,Fish & chips restaurant,"Fish & chips restaurant, Fish and chips takeaway, Restaurant",4.6,290.0,"West Seattle Fish House, 9005 35th Ave SW, Seattle, WA 98126",98126,Other
1192,Spencer's for Steaks and Chops,Restaurant,"Restaurant, Steak house",3.9,388.0,"Spencer's for Steaks and Chops, 17620 International Blvd, Seattle, WA 98188",98188,Other
1193,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.2,304.0,"Starbucks, 1200 Westlake Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1194,Bulldog News & Cafe,Cafe,"Cafe, Espresso bar, Ice cream shop, Magazine store, Newsstand",4.6,159.0,"Bulldog News & Cafe, 4208 University Way NE, Seattle, WA 98105",98105,University District
1195,Manao Thai Street Eats,Thai restaurant,Thai restaurant,4.4,863.0,"Manao Thai Street Eats, 1222 E Pine St, Seattle, WA 98122",98122,Capitol Hill
1197,Yes Siam Thai Cafe and Bar,Thai restaurant,Thai restaurant,4.6,200.0,"Yes Siam Thai Cafe and Bar, 8014 15th Ave NE, Seattle, WA 98115",98115,Other
1198,KFC,Chicken restaurant,"Chicken restaurant, Fast food restaurant",2.7,326.0,"KFC, 10050 16th Ave SW, Seattle, WA 98146",98146,Other
1203,Beecher's Handmade Cheese,Cheese shop,"Cheese shop, Cheese manufacturer, Deli, Takeout Restaurant, Restaurant, Sandwich shop",4.6,2007.0,"Beecher's Handmade Cheese, 1600 Pike Pl, Seattle, WA 98101",98101,Downtown
1204,Ballard Brothers Seafood And Burgers,Seafood restaurant,"Seafood restaurant, Caterer, Fast food restaurant, Fish & chips restaurant, Hamburger restaurant, Lounge, Mobile caterer, Taco restaurant",4.3,895.0,"Ballard Brothers Seafood And Burgers, 5305 15th Ave NW, Seattle, WA 98107",98107,Ballard
1205,Central Cafe and Juice Bar,Cafe,Cafe,4.9,179.0,"Central Cafe and Juice Bar, 2509 E Cherry St, Seattle, WA 98122",98122,Capitol Hill
1206,Duke's Seafood,Seafood restaurant,"Seafood restaurant, American restaurant, Bar, Fish & chips restaurant, Hamburger restaurant, Lunch restaurant, Oyster bar restaurant, Restaurant",4.5,3898.0,"Duke's Seafood, 1111 Fairview Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1208,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.1,160.0,"Starbucks, 800 12th Ave, Seattle, WA 98122",98122,Capitol Hill
1210,Die Bierstube,Bar,Bar,4.6,377.0,"Die Bierstube, 6106 Roosevelt Way NE, Seattle, WA 98115",98115,Other
1211,Loxicha Authentic Oaxacan Food,Mexican restaurant,Mexican restaurant,4.6,362.0,"Loxicha Authentic Oaxacan Food, 11546-11552, 11546 15th Ave NE, Seattle, WA 98125",98125,Northgate
1213,Wild Ginger McKenzie,Southeast Asian restaurant,"Southeast Asian restaurant, Asian restaurant",4.3,497.0,"Wild Ginger McKenzie, 2202B 8th Ave, Seattle, WA 98121",98121,Belltown
1215,World Pizza,Pizza restaurant,"Pizza restaurant, Vegan restaurant, Vegetarian restaurant",4.6,391.0,"World Pizza, 672 S King St, Seattle, WA 98104",98104,Chinatown
1216,Sea-Thai Restaurant,Thai restaurant,"Thai restaurant, Southeast Asian restaurant",3.5,73.0,"Sea-Thai Restaurant, 2313 N 45th St, Seattle, WA 98103",98103,Fremont/Wallingford
1218,Kau Kau Restaurant,Cantonese restaurant,"Cantonese restaurant, Barbecue restaurant, Restaurant, Seafood restaurant",4.4,1945.0,"Kau Kau Restaurant, 656 S King St, Seattle, WA 98104",98104,Chinatown
1219,Sip House - Seattle Vietnamese Coffee Shop,Coffee shop,"Coffee shop, Art cafe, Brunch restaurant, Cafe, Coffee stand, Coffee store, Internet cafe",4.4,247.0,"Sip House - Seattle Vietnamese Coffee Shop, 5001 Brooklyn Ave NE, Seattle, WA 98105",98105,University District
1221,Staple & Fancy,Italian restaurant,Italian restaurant,4.6,686.0,"Staple & Fancy, 4739 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
1222,Kimchi Bistro,Korean restaurant,"Korean restaurant, Restaurant",4.5,225.0,"Kimchi Bistro, 219 Broadway E, Seattle, WA 98102",98102,Capitol Hill
1223,Pier 54,Fishing pier,Fishing pier,4.2,16.0,"Pier 54, 1001 Alaskan Wy Suite 200, Seattle, WA 98104",98104,Chinatown
1224,Chef King,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Restaurant",4.1,123.0,"Chef King, 101 N 85th St #102, Seattle, WA 98103",98103,Fremont/Wallingford
1225,Bait Shop,Bar,"Bar, Bar & grill",4.6,752.0,"Bait Shop, 606 Broadway E, Seattle, WA 98102",98102,Capitol Hill
1227,The Crumpet Shop,Cafe,"Cafe, Bakery, Vegetarian restaurant",4.7,1141.0,"The Crumpet Shop, 1503 1st Ave, Seattle, WA 98101",98101,Downtown
1228,Mel's Market,Salad shop,"Salad shop, Breakfast restaurant, Takeout Restaurant, Restaurant, Sandwich shop",4.3,103.0,"Mel's Market, 1001 4th Ave #50, Seattle, WA 98154",98154,Other
1229,Seven Coffee Roasters Market & Cafe,Cafe,"Cafe, Beer store, Espresso bar, Market",4.8,1410.0,"Seven Coffee Roasters Market & Cafe, 2007 NE Ravenna Blvd, Seattle, WA 98105",98105,University District
1230,Macrina Bakery & Cafe,Bakery,"Bakery, Breakfast restaurant, Brunch restaurant, Cafe",4.5,753.0,"Macrina Bakery & Cafe, 1943 1st Ave S, Seattle, WA 98134",98134,Other
1231,Calozzi's Cheesesteaks,Cheesesteak restaurant,"Cheesesteak restaurant, Restaurant, Sandwich shop",4.7,1203.0,"Calozzi's Cheesesteaks, 7016 E Marginal Way S, Seattle, WA 98108",98108,Other
1232,Ghost Note Coffee,Cafe,Cafe,4.5,431.0,"Ghost Note Coffee, 1623 Bellevue Ave, Seattle, WA 98122",98122,Capitol Hill
1234,Queen Anne Coffee Co.,Coffee shop,Coffee shop,4.7,219.0,"Queen Anne Coffee Co., 1811 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1235,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.4,76.0,"Starbucks, 1730 Minor Ave, Seattle, WA 98101",98101,Downtown
1236,Pike Place Bakery,Bakery,Bakery,3.7,68.0,"Pike Place Bakery, 1501 Pike Pl, Seattle, WA 98101",98101,Downtown
1237,La Medusa,Southern Italian restaurant,Southern Italian restaurant,4.6,290.0,"La Medusa, 4857 Rainier Ave S, Seattle, WA 98118",98118,Other
1239,Baegopa,Korean barbecue restaurant,Korean barbecue restaurant,4.1,326.0,"Baegopa, 509 7th Ave S, Seattle, WA 98104",98104,Chinatown
1240,Lower Bar Ferdinand,Wine bar,"Wine bar, Coffee shop, Wine store",4.8,8.0,"Lower Bar Ferdinand, 1531 Melrose Ave, Seattle, WA 98122",98122,Capitol Hill
1242,Wing Zone,Chicken wings restaurant,"Chicken wings restaurant, American restaurant, Barbecue restaurant, Fast food restaurant, Sandwich shop",2.9,9.0,"Wing Zone, 5045 11th Ave NE, Seattle, WA 98105",98105,University District
1244,Victrola Coffee Roasters,Coffee shop,"Coffee shop, Cafe",4.5,1069.0,"Victrola Coffee Roasters, 310 E Pike St, Seattle, WA 98122",98122,Capitol Hill
1245,Pacific Cafe,Cantonese restaurant,"Cantonese restaurant, Asian restaurant, Cafe, Chinese restaurant, Delivery Chinese restaurant, Hong Kong style fast food restaurant, Takeout Restaurant, Restaurant",4.4,186.0,"Pacific Cafe, 416 5th Ave S, Seattle, WA 98104",98104,Chinatown
1247,Aladdin Gyro-Cery & Deli,Mediterranean restaurant,"Mediterranean restaurant, Fast food restaurant, Greek restaurant, Gyro restaurant, Halal restaurant",4.4,1941.0,"Aladdin Gyro-Cery & Deli, 4139 University Way NE, Seattle, WA 98105",98105,University District
1249,Broadfork Cafe - Uptown,Vegan restaurant,"Vegan restaurant, Coffee shop, Health food restaurant, Organic restaurant, Vegetarian restaurant",4.3,440.0,"Broadfork Cafe - Uptown, 111 Queen Anne Ave N # 102, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1250,Fountain Wine Bar and Lounge,Restaurant,"Restaurant, American restaurant, Wine bar",3.5,63.0,"Fountain Wine Bar and Lounge, 1400 6th Ave, Seattle, WA 98101",98101,Downtown
1251,Cafe Ibex,Ethiopian restaurant,"Ethiopian restaurant, Restaurant",4.3,388.0,"Cafe Ibex, 3219 Martin Luther King Jr Way S, Seattle, WA 98144",98144,Other
1252,The Victor Tavern - 2nd & University,Restaurant,Restaurant,4.2,29.0,"The Victor Tavern - 2nd & University, 1201 2nd Ave Suite D1, Seattle, WA 98101",98101,Downtown
1253,Q Bakery Sandwiches,Bakery,"Bakery, Sandwich shop",4.4,420.0,"Q Bakery Sandwiches, 3818 S Graham St, Seattle, WA 98118",98118,Other
1254,Pizza Pro,Pizza restaurant,"Pizza restaurant, Italian restaurant",4.8,793.0,"Pizza Pro, Interurban Building, 108 Occidental Ave S, Seattle, WA 98104",98104,Chinatown
1255,Sip and Ship,Mailbox rental service,"Mailbox rental service, Coffee shop, Gift shop, Gift wrap store, Notary public, Virtual office rental",4.6,138.0,"Sip and Ship, 7511 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
1256,The Traveling Goat,Bar & grill,"Bar & grill, Cocktail bar",4.8,157.0,"The Traveling Goat, 621 1/2 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
1258,Four Spoons Cafe,Breakfast restaurant,Breakfast restaurant,4.3,166.0,"Four Spoons Cafe, 850 NW 85th St, Seattle, WA 98117",98117,Other
1259,Caffe Ladro - 1800 9th at Howell,Coffee shop,"Coffee shop, Cafe, Pastry shop",4.3,64.0,"Caffe Ladro - 1800 9th at Howell, 1800 9th Ave, Seattle, WA 98101",98101,Downtown
1260,Cafe Five,Breakfast restaurant,Breakfast restaurant,3.9,37.0,"Cafe Five, 901 5th Ave #500, Seattle, WA 98164",98164,Other
1263,Botticelli Cafe,,,4.0,4.0,"Botticelli Cafe, 101 Stewart St, Seattle, WA 98101",98101,Downtown
1264,Patty's Eggnest,American restaurant,"American restaurant, Breakfast restaurant, Restaurant",4.2,893.0,"Patty's Eggnest, 9749 Holman Rd NW, Seattle, WA 98117",98117,Other
1266,Little Pat's Place,American restaurant,"American restaurant, Breakfast restaurant, Diner, Restaurant",4.5,629.0,"Little Pat's Place, Parking lot, 13621 Ambaum Blvd SW, Seattle, WA 98166",98166,Other
1267,Downtown Romios Pizza & Pasta - Seattle Convention Center Pike Street,Pizza restaurant,"Pizza restaurant, Italian restaurant",4.3,224.0,"Downtown Romios Pizza & Pasta - Seattle Convention Center Pike Street, 1011 Pike St suite b, Seattle, WA 98101",98101,Downtown
1268,The Cozy Nut Tavern,Bar,Bar,4.6,352.0,"The Cozy Nut Tavern, 123 N 85th St, Seattle, WA 98103",98103,Fremont/Wallingford
1273,The Bridge,Bar,"Bar, Bar & grill, Sports bar",4.5,880.0,"The Bridge, 6301 California Ave SW, Seattle, WA 98136",98136,Other
1275,Caffe Vita,Coffee roasters,"Coffee roasters, Coffee shop",4.4,274.0,"Caffe Vita, 4301 Fremont Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
1278,Holy Mountain Brewing Company,Brewery,"Brewery, Bar",4.5,681.0,"Holy Mountain Brewing Company, 1421 Elliott Ave W, Seattle, WA 98119",98119,Other
1280,Bamboo Village Restaurant,Chinese restaurant,Chinese restaurant,4.3,402.0,"Bamboo Village Restaurant, 4900 Stone Way N, Seattle, WA 98103",98103,Fremont/Wallingford
1282,Laem buri,Thai restaurant,Thai restaurant,4.3,204.0,"Laem buri, 8530 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
1283,Castello Pizza & Pasta,Italian restaurant,"Italian restaurant, Takeout Restaurant, Pizza delivery, Pizza restaurant",4.2,325.0,"Castello Pizza & Pasta, 3756 Rainier Ave S Ste B, Seattle, WA 98144",98144,Other
1285,Red Cow,French restaurant,"French restaurant, Bar, Brasserie",4.4,421.0,"Red Cow, 1423 34th Ave, Seattle, WA 98122",98122,Capitol Hill
1287,Bottleworks,Beer store,Beer store,4.7,278.0,"Bottleworks, 1710 N 45th St #3, Seattle, WA 98103",98103,Fremont/Wallingford
1288,Billy Beach Sushi & Bar,Sushi restaurant,"Sushi restaurant, Japanese restaurant",4.5,511.0,"Billy Beach Sushi & Bar, 5463 Leary Ave NW, Seattle, WA 98107",98107,Ballard
1289,84 Yesler,New American restaurant,"New American restaurant, American restaurant, Bar",4.8,231.0,"84 Yesler, 84 Yesler Wy, Seattle, WA 98104",98104,Chinatown
1290,Morsel,Breakfast restaurant,Breakfast restaurant,4.6,1014.0,"Morsel, 5000 University Way NE suite d, Seattle, WA 98105",98105,University District
